date,state,Cases,Deaths
2020-04-03,Northern Mariana Islands,8,1
2020-04-03,South Carolina,1700,34
2020-04-03,District of Columbia,757,15
2020-04-03,Texas,5669,97
2020-04-03,Alaska,156,2
2020-04-03,Minnesota,789,22
2020-04-03,Louisiana,10295,370
2020-04-03,North Dakota,173,3
2020-04-03,Indiana,3402,102
2020-04-03,Vermont,389,17
2020-04-03,New Mexico,495,10
2020-04-03,Pennsylvania,8402,103
2020-04-03,South Dakota,187,2
2020-04-03,Wyoming,167,0
2020-04-03,Virgin Islands,38,0
2020-04-03,California,12569,282
2020-04-03,West Virginia,242,2
2020-04-03,Connecticut,4915,132
2020-04-03,Washington,6490,293
2020-04-03,Massachusetts,10402,192
2020-04-03,Ohio,3312,91
2020-04-03,Nevada,1549,43
2020-04-03,Maryland,2758,42
2020-04-03,Oklahoma,990,38
2020-04-03,Florida,10260,169
2020-04-03,Illinois,8904,212
2020-04-03,Kansas,625,19
2020-04-03,Maine,432,9
2020-04-03,Tennessee,3060,38
2020-04-03,Virginia,2012,46
2020-04-03,Missouri,2113,36
2020-04-04,District of Columbia,902,21
2020-04-04,Iowa,786,11
2020-04-04,Kentucky,917,40
2020-04-04,Puerto Rico,452,18
2020-04-04,Pennsylvania,10110,141
2020-04-04,Wisconsin,2112,60
2020-04-04,Minnesota,865,24
2020-04-04,Wyoming,188,0
2020-04-04,New Jersey,34124,847
2020-04-04,Illinois,10358,248
2020-04-04,Ohio,3739,102
2020-04-04,South Dakota,212,2
2020-04-04,Oregon,1000,26
2020-04-04,Utah,1428,8
2020-04-04,Texas,6566,124
2020-04-04,Louisiana,12492,412
2020-04-04,Arizona,2019,53
2020-04-04,Nebraska,339,8
2020-04-04,Indiana,3916,116
2020-04-04,New Hampshire,620,9
2020-04-04,Massachusetts,11736,216
2020-04-04,Northern Mariana Islands,8,1
2020-04-04,Oklahoma,1159,42
2020-04-04,New Mexico,546,11
2020-04-04,Rhode Island,806,17
2020-04-04,Nevada,1758,46
2020-04-04,Tennessee,3265,47
2020-04-04,Maryland,3125,54
2020-04-04,Alabama,1633,44
2020-04-04,Connecticut,5276,165
2020-04-04,Alaska,171,5
2020-04-04,Virginia,2427,52
2020-04-04,Florida,11537,194
2020-04-04,Virgin Islands,42,0
2020-04-04,Kansas,701,21
2020-04-04,New York,114996,3568
2020-04-04,West Virginia,282,2
2020-04-04,Washington,6788,318
2020-04-04,Colorado,4574,126
2020-04-04,California,13796,323
2020-04-04,Georgia,6383,208
2020-04-04,Delaware,593,14
2020-04-04,Montana,281,6
2020-04-04,North Carolina,2402,30
2020-04-04,South Carolina,1917,40
2020-04-04,Michigan,14225,542
2020-04-04,Hawaii,349,3
2020-04-04,Guam,223,4
2020-04-04,Missouri,2285,44
2020-04-04,Vermont,461,20
2020-04-04,Idaho,1077,10
2020-04-04,North Dakota,186,3
2020-04-04,Maine,456,10
2020-04-04,Arkansas,743,14
2020-04-04,Mississippi,1455,35
